pin,slack
phy_if_0/opb_fifo_inst/mem_mem_0_0/RAM64x12_PHYS_0/INST_RAM64x12_IP:W_DATA[2],8036
phy_if_0/opb_fifo_inst/mem_mem_0_0/RAM64x12_PHYS_0/INST_RAM64x12_IP:W_DATA[3],8036
phy_if_0/opb_fifo_inst/mem_mem_0_0/RAM64x12_PHYS_0/INST_RAM64x12_IP:W_DATA[4],8031
phy_if_0/opb_fifo_inst/mem_mem_0_0/RAM64x12_PHYS_0/INST_RAM64x12_IP:W_DATA[5],8024
phy_if_0/opb_fifo_inst/mem_mem_0_0/RAM64x12_PHYS_0/INST_RAM64x12_IP:W_DATA[6],8038
phy_if_0/opb_fifo_inst/mem_mem_0_0/RAM64x12_PHYS_0/INST_RAM64x12_IP:W_DATA[7],8038
phy_if_0/opb_fifo_inst/mem_mem_0_0/RAM64x12_PHYS_0/INST_RAM64x12_IP:W_DATA[8],8045
phy_if_0/opb_fifo_inst/mem_mem_0_0/RAM64x12_PHYS_0/INST_RAM64x12_IP:W_DATA[9],8047
phy_if_0/opb_fifo_inst/mem_mem_0_0/RAM64x12_PHYS_0/INST_RAM64x12_IP:W_EN,3416
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[29]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[29]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[29]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[29]:Y,6815
phy_if_0/un2_rx_good_and_RNO_59:A,6058
phy_if_0/un2_rx_good_and_RNO_59:B,5601
phy_if_0/un2_rx_good_and_RNO_59:C,5538
phy_if_0/un2_rx_good_and_RNO_59:CC,
phy_if_0/un2_rx_good_and_RNO_59:D,5842
phy_if_0/un2_rx_good_and_RNO_59:P,5538
phy_if_0/un2_rx_good_and_RNO_59:Y3,
phy_if_0/un2_rx_good_and_RNO_59:Y3A,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[40]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[40]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[40]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[40]:Y,6815
phy_if_0/un4_rx_good_and_RNO_9:A,6009
phy_if_0/un4_rx_good_and_RNO_9:B,5528
phy_if_0/un4_rx_good_and_RNO_9:C,5476
phy_if_0/un4_rx_good_and_RNO_9:CC,
phy_if_0/un4_rx_good_and_RNO_9:D,5781
phy_if_0/un4_rx_good_and_RNO_9:P,5476
phy_if_0/un4_rx_good_and_RNO_9:Y3,
phy_if_0/un4_rx_good_and_RNO_9:Y3A,
oscillator_counter_0/opb_fifo_inst/wgray[0]:ALn,
oscillator_counter_0/opb_fifo_inst/wgray[0]:CLK,
oscillator_counter_0/opb_fifo_inst/wgray[0]:D,6575
oscillator_counter_0/opb_fifo_inst/wgray[0]:Q,
adder_decode_0/un1_SP_IN_iv_5[3]:A,5522
adder_decode_0/un1_SP_IN_iv_5[3]:B,5444
adder_decode_0/un1_SP_IN_iv_5[3]:C,5314
adder_decode_0/un1_SP_IN_iv_5[3]:D,3345
adder_decode_0/un1_SP_IN_iv_5[3]:Y,3345
phy_if_0/OPB_DO_21_0_iv[22]:A,3558
phy_if_0/OPB_DO_21_0_iv[22]:B,3504
phy_if_0/OPB_DO_21_0_iv[22]:C,1744
phy_if_0/OPB_DO_21_0_iv[22]:D,1816
phy_if_0/OPB_DO_21_0_iv[22]:Y,1744
gpio_0/TP_OUT_REG[1]:ALn,
gpio_0/TP_OUT_REG[1]:CLK,7250
gpio_0/TP_OUT_REG[1]:D,8842
gpio_0/TP_OUT_REG[1]:EN,4774
gpio_0/TP_OUT_REG[1]:Q,7250
eeprom_0/EEP_DO_20_12_1_wmux_0[12]:A,4035
eeprom_0/EEP_DO_20_12_1_wmux_0[12]:B,4816
eeprom_0/EEP_DO_20_12_1_wmux_0[12]:C,6566
eeprom_0/EEP_DO_20_12_1_wmux_0[12]:D,6508
eeprom_0/EEP_DO_20_12_1_wmux_0[12]:Y,4035
phy_if_0/OPB_DO_RNO_6[1]:A,5164
phy_if_0/OPB_DO_RNO_6[1]:B,5116
phy_if_0/OPB_DO_RNO_6[1]:C,2799
phy_if_0/OPB_DO_RNO_6[1]:D,4075
phy_if_0/OPB_DO_RNO_6[1]:Y,2799
eeprom_0/eeprom_if_0/page_rddata_reg[41]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[41]:CLK,6508
eeprom_0/eeprom_if_0/page_rddata_reg[41]:D,6284
eeprom_0/eeprom_if_0/page_rddata_reg[41]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[41]:Q,6508
TP85_obuf/U_IOTRI:D,
TP85_obuf/U_IOTRI:DOUT,
TP85_obuf/U_IOTRI:EOUT,
phy_if_0/OPB_DO_RNO_4[5]:A,4854
phy_if_0/OPB_DO_RNO_4[5]:B,4788
phy_if_0/OPB_DO_RNO_4[5]:C,3443
phy_if_0/OPB_DO_RNO_4[5]:D,1930
phy_if_0/OPB_DO_RNO_4[5]:Y,1930
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[67]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[67]:CLK,4115
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[67]:D,18999
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[67]:EN,16407
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[67]:Q,4115
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[67]:SLn,18092
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[39]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[39]:CLK,4903
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[39]:D,18993
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[39]:EN,16407
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[39]:Q,4903
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[39]:SLn,18092
eeprom_0/EEP_DO_20_11_1_wmux_0[26]:A,3963
eeprom_0/EEP_DO_20_11_1_wmux_0[26]:B,5417
eeprom_0/EEP_DO_20_11_1_wmux_0[26]:C,6454
eeprom_0/EEP_DO_20_11_1_wmux_0[26]:D,6396
eeprom_0/EEP_DO_20_11_1_wmux_0[26]:Y,3963
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[32]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[32]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[32]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[32]:Y,6815
eeprom_0/EEP_DO_20_11_1_0_wmux[13]:A,3963
eeprom_0/EEP_DO_20_11_1_0_wmux[13]:B,4637
eeprom_0/EEP_DO_20_11_1_0_wmux[13]:C,5672
eeprom_0/EEP_DO_20_11_1_0_wmux[13]:D,5614
eeprom_0/EEP_DO_20_11_1_0_wmux[13]:Y,3963
eeprom_0/eeprom_if_0/page_rddata_reg[171]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[171]:CLK,6396
eeprom_0/eeprom_if_0/page_rddata_reg[171]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[171]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[171]:Q,6396
BEL_SW_CONFIG1_ibuf/U_IOPAD:PAD,
BEL_SW_CONFIG1_ibuf/U_IOPAD:Y,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT_RNO[31]:A,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT_RNO[31]:B,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT_RNO[31]:Y,
HSSB_PMII_RX_DATA1_obuf/U_IOPAD:D,
HSSB_PMII_RX_DATA1_obuf/U_IOPAD:E,
HSSB_PMII_RX_DATA1_obuf/U_IOPAD:PAD,
eeprom_0/EEP_DO_20_11_1_0_wmux[20]:A,3963
eeprom_0/EEP_DO_20_11_1_0_wmux[20]:B,4637
eeprom_0/EEP_DO_20_11_1_0_wmux[20]:C,5672
eeprom_0/EEP_DO_20_11_1_0_wmux[20]:D,5614
eeprom_0/EEP_DO_20_11_1_0_wmux[20]:Y,3963
eeprom_0/EEP_DO_20[22]:A,3963
eeprom_0/EEP_DO_20[22]:B,3883
eeprom_0/EEP_DO_20[22]:C,6811
eeprom_0/EEP_DO_20[22]:D,6484
eeprom_0/EEP_DO_20[22]:Y,3883
phy_if_0/phy_rx_status[5]:ALn,
phy_if_0/phy_rx_status[5]:CLK,4990
phy_if_0/phy_rx_status[5]:D,8597
phy_if_0/phy_rx_status[5]:Q,4990
adder_decode_0/un1_SP_IN_0_iv[18]:A,6378
adder_decode_0/un1_SP_IN_0_iv[18]:B,7314
adder_decode_0/un1_SP_IN_0_iv[18]:C,4956
adder_decode_0/un1_SP_IN_0_iv[18]:D,6038
adder_decode_0/un1_SP_IN_0_iv[18]:Y,4956
phy_if_0/OPB_DO_RNO_8[25]:A,5138
phy_if_0/OPB_DO_RNO_8[25]:B,5090
phy_if_0/OPB_DO_RNO_8[25]:C,2654
phy_if_0/OPB_DO_RNO_8[25]:D,4049
phy_if_0/OPB_DO_RNO_8[25]:Y,2654
MTNENLP_LOC_CNTL_obuf/U_IOPAD:D,
MTNENLP_LOC_CNTL_obuf/U_IOPAD:E,
MTNENLP_LOC_CNTL_obuf/U_IOPAD:PAD,
eeprom_0/eeprom_if_0/page_wrdata_reg[120]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[120]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[120]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[120]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[120]:Q,8248
phy_if_0/tx_package[65]:ALn,
phy_if_0/tx_package[65]:CLK,5675
phy_if_0/tx_package[65]:D,8842
phy_if_0/tx_package[65]:EN,2448
phy_if_0/tx_package[65]:Q,5675
phy_if_0/phy_tx_ctrl[29]:ALn,
phy_if_0/phy_tx_ctrl[29]:CLK,6474
phy_if_0/phy_tx_ctrl[29]:D,8914
phy_if_0/phy_tx_ctrl[29]:EN,2446
phy_if_0/phy_tx_ctrl[29]:Q,6474
phy_if_0/m123_e:A,3255
phy_if_0/m123_e:B,3233
phy_if_0/m123_e:Y,3233
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[0]:ALn,
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[0]:CLK,5522
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[0]:D,2329
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[0]:EN,6492
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data[0]:Q,5522
u_clkgen/pulse2khz_div/un1_cntr_cry_8:A,6778
u_clkgen/pulse2khz_div/un1_cntr_cry_8:B,6738
u_clkgen/pulse2khz_div/un1_cntr_cry_8:CC,
u_clkgen/pulse2khz_div/un1_cntr_cry_8:P,6738
u_clkgen/pulse2khz_div/un1_cntr_cry_8:Y3,
u_clkgen/pulse2khz_div/un1_cntr_cry_8:Y3A,6810
phy_if_0/tx_package[67]:ALn,
phy_if_0/tx_package[67]:CLK,4710
phy_if_0/tx_package[67]:D,8854
phy_if_0/tx_package[67]:EN,2448
phy_if_0/tx_package[67]:Q,4710
gpio_0/OPB_DO_7_2_1_0_wmux[0]:A,4817
gpio_0/OPB_DO_7_2_1_0_wmux[0]:B,5279
gpio_0/OPB_DO_7_2_1_0_wmux[0]:C,6532
gpio_0/OPB_DO_7_2_1_0_wmux[0]:D,6474
gpio_0/OPB_DO_7_2_1_0_wmux[0]:Y,4817
eeprom_0/EEP_DO_20_13_1_0_wmux[30]:A,4732
eeprom_0/EEP_DO_20_13_1_0_wmux[30]:B,3883
eeprom_0/EEP_DO_20_13_1_0_wmux[30]:C,5632
eeprom_0/EEP_DO_20_13_1_0_wmux[30]:D,5574
eeprom_0/EEP_DO_20_13_1_0_wmux[30]:Y,3883
oscillator_counter_0/sp[9]:ALn,
oscillator_counter_0/sp[9]:CLK,8248
oscillator_counter_0/sp[9]:D,8866
oscillator_counter_0/sp[9]:EN,4003
oscillator_counter_0/sp[9]:Q,8248
scratch_pad_register_0/SP_DO[3]:ALn,
scratch_pad_register_0/SP_DO[3]:CLK,5710
scratch_pad_register_0/SP_DO[3]:D,3994
scratch_pad_register_0/SP_DO[3]:Q,5710
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wgraynext_0_a2_0[1]:A,6426
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wgraynext_0_a2_0[1]:B,6404
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wgraynext_0_a2_0[1]:C,6326
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wgraynext_0_a2_0[1]:D,4192
u_cmd_server/msg_buffer_inst/tx_fifo_inst/wgraynext_0_a2_0[1]:Y,4192
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO[17]:ALn,
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO[17]:CLK,7078
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO[17]:D,5352
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO[17]:EN,5951
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO[17]:Q,7078
gpio_0/OPB_DO_7_2_1_wmux_0[10]:A,4817
gpio_0/OPB_DO_7_2_1_wmux_0[10]:B,6061
gpio_0/OPB_DO_7_2_1_wmux_0[10]:C,7314
gpio_0/OPB_DO_7_2_1_wmux_0[10]:D,7250
gpio_0/OPB_DO_7_2_1_wmux_0[10]:Y,4817
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un126_strobe_1us_0_RNIMRRQP_5:A,7005
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un126_strobe_1us_0_RNIMRRQP_5:B,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un126_strobe_1us_0_RNIMRRQP_5:C,6911
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un126_strobe_1us_0_RNIMRRQP_5:D,6783
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.un126_strobe_1us_0_RNIMRRQP_5:Y,6268
phy_if_0/OPB_DO_RNO[11]:A,3534
phy_if_0/OPB_DO_RNO[11]:B,1731
phy_if_0/OPB_DO_RNO[11]:C,7118
phy_if_0/OPB_DO_RNO[11]:D,5832
phy_if_0/OPB_DO_RNO[11]:Y,1731
eeprom_0/eeprom_page_wrdata0[16]:ALn,
eeprom_0/eeprom_page_wrdata0[16]:CLK,5784
eeprom_0/eeprom_page_wrdata0[16]:D,8908
eeprom_0/eeprom_page_wrdata0[16]:EN,3181
eeprom_0/eeprom_page_wrdata0[16]:Q,5784
APP_AUX_IO1_ibuf/U_IOIN:Y,
APP_AUX_IO1_ibuf/U_IOIN:YIN,
u_cmd_server/opb_emu_target_inst/msg_write_inst/state[1]:ALn,
u_cmd_server/opb_emu_target_inst/msg_write_inst/state[1]:CLK,7092
u_cmd_server/opb_emu_target_inst/msg_write_inst/state[1]:D,5292
u_cmd_server/opb_emu_target_inst/msg_write_inst/state[1]:Q,7092
eeprom_0/eeprom_page_wrdata2[2]:ALn,
eeprom_0/eeprom_page_wrdata2[2]:CLK,4778
eeprom_0/eeprom_page_wrdata2[2]:D,8854
eeprom_0/eeprom_page_wrdata2[2]:EN,3994
eeprom_0/eeprom_page_wrdata2[2]:Q,4778
oscillator_counter_1/opb_fifo_inst/wgraynext[0]:A,5494
oscillator_counter_1/opb_fifo_inst/wgraynext[0]:B,4855
oscillator_counter_1/opb_fifo_inst/wgraynext[0]:Y,4855
u_clkgen/pulse2khz_div/CLK_OUT_RNIVQBC5/U0_RGB1:A,
u_clkgen/pulse2khz_div/CLK_OUT_RNIVQBC5/U0_RGB1:Y,
phy_if_0/un2_rx_good_and_RNO_47:A,5311
phy_if_0/un2_rx_good_and_RNO_47:B,5280
phy_if_0/un2_rx_good_and_RNO_47:C,3950
phy_if_0/un2_rx_good_and_RNO_47:D,3892
phy_if_0/un2_rx_good_and_RNO_47:Y,3892
eeprom_0/EEP_DO_20_11_1_wmux_0[14]:A,3963
eeprom_0/EEP_DO_20_11_1_wmux_0[14]:B,5417
eeprom_0/EEP_DO_20_11_1_wmux_0[14]:C,6454
eeprom_0/EEP_DO_20_11_1_wmux_0[14]:D,6396
eeprom_0/EEP_DO_20_11_1_wmux_0[14]:Y,3963
eeprom_0/eeprom_if_0/bit_cntr_2_sqmuxa:A,6333
eeprom_0/eeprom_if_0/bit_cntr_2_sqmuxa:B,6281
eeprom_0/eeprom_if_0/bit_cntr_2_sqmuxa:C,5331
eeprom_0/eeprom_if_0/bit_cntr_2_sqmuxa:D,5318
eeprom_0/eeprom_if_0/bit_cntr_2_sqmuxa:Y,5318
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_3[11]:A,6385
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_3[11]:B,5188
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_3[11]:C,6532
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_3[11]:D,6310
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO_3[11]:Y,5188
phy_if_0/tx_package[73]:ALn,
phy_if_0/tx_package[73]:CLK,5741
phy_if_0/tx_package[73]:D,5595
phy_if_0/tx_package[73]:EN,2046
phy_if_0/tx_package[73]:Q,5741
phy_if_0/phy_tx_ctrl[23]:ALn,
phy_if_0/phy_tx_ctrl[23]:CLK,5732
phy_if_0/phy_tx_ctrl[23]:D,8908
phy_if_0/phy_tx_ctrl[23]:EN,2446
phy_if_0/phy_tx_ctrl[23]:Q,5732
eeprom_0/EEP_DO_20_12_1_0_wmux[6]:A,3783
eeprom_0/EEP_DO_20_12_1_0_wmux[6]:B,3029
eeprom_0/EEP_DO_20_12_1_0_wmux[6]:C,4778
eeprom_0/EEP_DO_20_12_1_0_wmux[6]:D,4720
eeprom_0/EEP_DO_20_12_1_0_wmux[6]:Y,3029
eeprom_0/eeprom_if_0/page_rddata_reg[133]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[133]:CLK,5448
eeprom_0/eeprom_if_0/page_rddata_reg[133]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[133]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[133]:Q,5448
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a1_a0_0[13]:A,2652
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a1_a0_0[13]:B,2584
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a1_a0_0[13]:C,6434
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a1_a0_0[13]:D,6306
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_a1_a0_0[13]:Y,2584
u_clkgen/gpio_in_m[22]:A,6378
u_clkgen/gpio_in_m[22]:B,6532
u_clkgen/gpio_in_m[22]:Y,6378
HDW_FPGA_100M_CLK_ibuf/U_IOPAD:PAD,
HDW_FPGA_100M_CLK_ibuf/U_IOPAD:Y,
clkgen_25mhz/cntr[13]:ALn,
clkgen_25mhz/cntr[13]:CLK,7209
clkgen_25mhz/cntr[13]:D,7600
clkgen_25mhz/cntr[13]:Q,7209
clkgen_25mhz/cntr[13]:SLn,6917
u_cmd_server/opb_emu_target_inst/ping_counter_RNO[3]:A,7132
u_cmd_server/opb_emu_target_inst/ping_counter_RNO[3]:B,8129
u_cmd_server/opb_emu_target_inst/ping_counter_RNO[3]:C,7166
u_cmd_server/opb_emu_target_inst/ping_counter_RNO[3]:Y,7132
eeprom_0/eeprom_page_wrdata4[7]:ALn,
eeprom_0/eeprom_page_wrdata4[7]:CLK,4666
eeprom_0/eeprom_page_wrdata4[7]:D,8854
eeprom_0/eeprom_page_wrdata4[7]:EN,3181
eeprom_0/eeprom_page_wrdata4[7]:Q,4666
eeprom_0/eeprom_if_0/page_wrdata_reg[22]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[22]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[22]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[22]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[22]:Q,8248
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt[0]:ALn,
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt[0]:CLK,5416
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt[0]:D,7164
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt[0]:Q,5416
phy_if_0/tx_package[106]:ALn,
phy_if_0/tx_package[106]:CLK,4687
phy_if_0/tx_package[106]:D,5445
phy_if_0/tx_package[106]:EN,2046
phy_if_0/tx_package[106]:Q,4687
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_100_RNI4DQMQ:A,6986
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_100_RNI4DQMQ:B,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_100_RNI4DQMQ:C,6880
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_100_RNI4DQMQ:D,6822
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_100_RNI4DQMQ:Y,6268
TP92_obuf/U_IOTRI:D,
TP92_obuf/U_IOTRI:DOUT,
TP92_obuf/U_IOTRI:EOUT,
phy_if_0/rx_good_sync2:ALn,
phy_if_0/rx_good_sync2:CLK,9030
phy_if_0/rx_good_sync2:D,9030
phy_if_0/rx_good_sync2:Q,9030
eeprom_0/un3_clk_cnt_cry_4:B,6979
eeprom_0/un3_clk_cnt_cry_4:CC,7674
eeprom_0/un3_clk_cnt_cry_4:P,6979
eeprom_0/un3_clk_cnt_cry_4:S,7674
eeprom_0/un3_clk_cnt_cry_4:Y3,
eeprom_0/un3_clk_cnt_cry_4:Y3A,
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_Z[0]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_Z[0]:CLK,19030
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_Z[0]:D,12520
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_Z[0]:EN,16970
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_Z[0]:Q,19030
phy_if_0/opb_fifo_inst/rbin[0]:ALn,
phy_if_0/opb_fifo_inst/rbin[0]:CLK,
phy_if_0/opb_fifo_inst/rbin[0]:D,
phy_if_0/opb_fifo_inst/rbin[0]:Q,
u_clkgen/pulse5us_div[12]:ALn,
u_clkgen/pulse5us_div[12]:CLK,6080
u_clkgen/pulse5us_div[12]:D,8866
u_clkgen/pulse5us_div[12]:EN,4175
u_clkgen/pulse5us_div[12]:Q,6080
HDW_FPGA_STAT_LED1_obuf/U_IOPAD:D,
HDW_FPGA_STAT_LED1_obuf/U_IOPAD:E,
HDW_FPGA_STAT_LED1_obuf/U_IOPAD:PAD,
eeprom_0/eeprom_if_0/page_rddata_reg[44]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[44]:CLK,6508
eeprom_0/eeprom_if_0/page_rddata_reg[44]:D,6284
eeprom_0/eeprom_if_0/page_rddata_reg[44]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[44]:Q,6508
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[31]:A,8236
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[31]:B,7289
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[31]:C,6931
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[31]:D,5531
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[31]:Y,5531
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rempty_next_NE_0:A,6527
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rempty_next_NE_0:B,6487
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rempty_next_NE_0:C,4577
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rempty_next_NE_0:D,5268
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rempty_next_NE_0:Y,4577
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[8]:A,6411
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[8]:B,8038
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[8]:C,5352
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[8]:D,5550
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_DO_6_1[8]:Y,5352
phy_if_0/un6_rx_good_2_0_I_1:A,5921
phy_if_0/un6_rx_good_2_0_I_1:B,5434
phy_if_0/un6_rx_good_2_0_I_1:C,5382
phy_if_0/un6_rx_good_2_0_I_1:CC,
phy_if_0/un6_rx_good_2_0_I_1:D,5693
phy_if_0/un6_rx_good_2_0_I_1:P,5382
phy_if_0/un6_rx_good_2_0_I_1:Y3,
phy_if_0/un6_rx_good_2_0_I_1:Y3A,
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_74_i_m3_1_0_wmux[1]:A,13879
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_74_i_m3_1_0_wmux[1]:B,13745
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_74_i_m3_1_0_wmux[1]:C,13979
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_74_i_m3_1_0_wmux[1]:D,13921
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_4_74_i_m3_1_0_wmux[1]:Y,13745
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[181]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[181]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[181]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[181]:D,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[181]:Y,6268
eeprom_0/eeprom_if_0/page_wrdata_reg[192]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[192]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[192]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[192]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[192]:Q,8248
u_cmd_server/opb_emu_target_inst/msg_read_inst/un1_next_state28_1_i_a2:A,6275
u_cmd_server/opb_emu_target_inst/msg_read_inst/un1_next_state28_1_i_a2:B,6208
u_cmd_server/opb_emu_target_inst/msg_read_inst/un1_next_state28_1_i_a2:C,5352
u_cmd_server/opb_emu_target_inst/msg_read_inst/un1_next_state28_1_i_a2:Y,5352
